Date,Close
10/1/2018 16:00:00,161.64
10/2/2018 16:00:00,160.2
10/3/2018 16:00:00,161.52
10/4/2018 16:00:00,157.04
10/5/2018 16:00:00,153.84
10/8/2018 16:00:00,150.78
10/9/2018 16:00:00,150.25
10/10/2018 16:00:00,140.68
10/11/2018 16:00:00,140.51
10/12/2018 16:00:00,143.71
10/15/2018 16:00:00,144.46
10/16/2018 16:00:00,146.83
10/17/2018 16:00:00,143.57
10/18/2018 16:00:00,142.68
10/19/2018 16:00:00,136.77
10/22/2018 16:00:00,139.95
10/23/2018 16:00:00,137.43
10/24/2018 16:00:00,134.29
10/25/2018 16:00:00,137.22
10/26/2018 16:00:00,134.82
10/29/2018 16:00:00,135.88
10/30/2018 16:00:00,142.13
10/31/2018 16:00:00,140.73
11/1/2018 16:00:00,144.17
11/2/2018 16:00:00,142.02
11/5/2018 16:00:00,142.2
11/6/2018 16:00:00,141.13
11/7/2018 16:00:00,143.23
11/8/2018 16:00:00,142.27
11/9/2018 16:00:00,137.56
11/12/2018 16:00:00,135.42
11/13/2018 16:00:00,138.7
11/14/2018 16:00:00,140.13
11/15/2018 16:00:00,139.83
11/16/2018 16:00:00,134.53
11/19/2018 16:00:00,126.99
11/20/2018 16:00:00,121.39
11/21/2018 16:00:00,123.88
11/23/2018 13:00:00,120.86
11/26/2018 16:00:00,123.76
11/27/2018 16:00:00,122.77
11/28/2018 16:00:00,128.99
11/29/2018 16:00:00,129.46
11/30/2018 16:00:00,132.55
12/3/2018 16:00:00,139.89
12/4/2018 16:00:00,133.62
12/6/2018 16:00:00,131.44
12/7/2018 16:00:00,113.87
12/10/2018 16:00:00,115.01
12/11/2018 16:00:00,116.85
12/12/2018 16:00:00,122.65
12/13/2018 16:00:00,120.2
12/14/2018 16:00:00,119.12
12/17/2018 16:00:00,118.87
12/18/2018 16:00:00,119.2
12/19/2018 16:00:00,115.71
12/20/2018 16:00:00,115.01
12/21/2018 16:00:00,113.74
12/24/2018 13:00:00,113.26
12/26/2018 16:00:00,122.66
12/27/2018 16:00:00,123.34
12/28/2018 16:00:00,121.4
12/31/2018 16:00:00,121.61
1/2/2019 16:00:00,123.35
1/3/2019 16:00:00,124.36
1/4/2019 16:00:00,128.55
1/7/2019 16:00:00,134.1
1/8/2019 16:00:00,135.86
1/9/2019 16:00:00,136
1/10/2019 16:00:00,131.61
1/11/2019 16:00:00,132.16
1/14/2019 16:00:00,139.73
1/15/2019 16:00:00,141.13
1/16/2019 16:00:00,142.24
1/17/2019 16:00:00,145.14
1/18/2019 16:00:00,152.07
1/22/2019 16:00:00,149.47
1/23/2019 16:00:00,149.85
1/24/2019 16:00:00,148.43
1/25/2019 16:00:00,151.89
1/28/2019 16:00:00,149.7
1/29/2019 16:00:00,148.95
